,index,individual_name,individual_wikidata_id,birth_year,country,classification,explanation,sources
157,Q9381,Adam Smith,Q9381,1723,United Kingdom,Middle Class,"Adam Smith was born in Kirkcaldy, Scotland, in 1723. His father, also named Adam Smith, was a lawyer and civil servant, serving as the comptroller of the customs at Kirkcaldy, which would place the family in the middle class. His mother, Margaret Douglas, came from a substantial landowning family. Although his father died two months before he was born, his mother's family wealth likely provided a comfortable upbringing. Smith's early education was funded by his mother and her family, allowing him to attend the Burgh School of Kirkcaldy, one of the best grammar schools in Scotland at the time. His family's social standing and wealth would have provided him with a relatively privileged upbringing compared to the subsistence class, but they were not part of the elite ruling class or nobility.","""Adam Smith: An Enlightened Life"" by Nicholas Phillipson; ""The Life of Adam Smith"" by Ian Simpson Ross."
158,Q315346,Thomas Moore,Q315346,1779,United Kingdom,Middle Class,"Thomas Moore was born in Dublin, Ireland in 1779. His father, John Moore, was a prosperous grocer and wine merchant, which suggests a middle-class standing. The family's financial stability allowed Moore to receive a good education. He attended a private school in Dublin and later became one of the first Catholics admitted to Trinity College, Dublin, which was a significant privilege at the time due to the Penal Laws that restricted Catholics' rights and opportunities. This access to education indicates that his family had some level of wealth and social standing, but they were not part of the aristocracy. Moore's early life housing and living conditions would have been comfortable but not luxurious, reflecting his family's middle-class status.","- ""Thomas Moore: Ireland's National Poet"". History Ireland. Vol. 6, No. 1 (Spring, 1998), pp. 27-31.
- ""Thomas Moore and the 1798 Rebellion"". Irish Historical Studies, Vol. 32, No. 125 (May, 2000), pp. 54-74.
- ""Moore, Thomas (1779–1852), poet and songwriter"". Oxford Dictionary of National Biography."
159,Q210740,Wilkie Collins,Q210740,1824,United Kingdom,Middle Class,"Wilkie Collins was born on January 8, 1824, in London, England. His father, William Collins, was a well-known landscape painter and member of the Royal Academy, which indicates a middle-class status. His mother, Harriet Geddes, was the daughter of a wealthy tea merchant, further supporting the middle-class classification. The family's wealth at the time of Wilkie's birth and childhood was likely comfortable, but not extravagant, as was typical for the middle class. Wilkie had access to education due to his family background, attending the Maida Hill Academy and later the private boarding school, Cole's boarding school. His early life housing and living conditions were likely comfortable, as his father's success as a painter would have provided a stable income. There is no evidence of any inherited privileges or disadvantages.","""Wilkie Collins: A Brief Life,"" by William Baker, The Wilkie Collins Society; ""Wilkie Collins,"" by Peter Ackroyd, Chatto & Windus, 2012."
160,Q160852,William Ewart Gladstone,Q160852,1809,United Kingdom,Elite,"William Ewart Gladstone was born on December 29, 1809, in Liverpool, England, into a wealthy family. His father, Sir John Gladstone, was a prosperous merchant and a prominent Tory (conservative) who had made his fortune in corn trading and cotton. His mother, Anne MacKenzie Robertson, was of Scottish descent. The Gladstone family was one of the wealthiest in Liverpool, and William was the fourth son among six siblings.

The family's wealth allowed William to receive a high-quality education. He was first educated by a private tutor at the family's estate, Seaforth House, before attending Eton, one of the most prestigious schools in England, and later Christ Church, Oxford, where he studied classics.

The Gladstone family lived in a large and comfortable house, indicative of their high social standing. They also owned plantations in the West Indies, which further contributed to their wealth. 

Inherited privileges included access to high-quality education, a comfortable lifestyle, and the social connections that came with being part of the elite class.","- Matthew, H. C. G. ""Gladstone, William Ewart (1809–1898), prime minister and author."" Oxford Dictionary of National Biography.
- Jenkins, Roy. ""Gladstone: A Biography."" Random House, 2002.
- Bebbington, David. ""William Ewart Gladstone: Faith and Politics in Victorian Britain."""
161,Q101638,Mary Wollstonecraft,Q101638,1759,United Kingdom,Middle Class,"Mary Wollstonecraft was born on April 27, 1759, in Spitalfields, London. Her father, Edward John Wollstonecraft, was a handkerchief weaver and later became a farmer. Her mother, Elizabeth Dixon, hailed from a good family in Ballyshannon, Ireland. Edward John Wollstonecraft was not successful in his ventures, which led to a decline in the family's fortunes. The family moved several times during Mary's childhood due to financial instability. Mary had limited access to formal education, but she was an avid reader and self-learner. Her early life was marked by the struggle to maintain a decent standard of living, but her family's background and her father's occupation suggest a middle-class origin.","""The Life and Works of Mary Wollstonecraft,"" by Janet Todd, ""Mary Wollstonecraft: A Revolutionary Life,"" by Lyndall Gordon."
162,Q82006,Benjamin Disraeli,Q82006,1804,United Kingdom,Middle Class,"Benjamin Disraeli was born on December 21, 1804, in London, England. His father, Isaac D'Israeli, was a literary critic and historian, which suggests a middle-class occupation. Isaac D'Israeli was also a member of the London Stock Exchange, indicating a level of financial stability and access to the economic market. His mother, Maria Basevi, came from a family of merchants, which further supports the middle-class classification. The Disraeli family was of Jewish descent, but Benjamin was baptized into the Church of England at a young age due to a dispute between his father and the synagogue. This religious conversion may have provided Disraeli with certain social advantages in a predominantly Christian society, but it also indicates a lack of inherited aristocratic privilege. Disraeli's early education was provided by private tutors, suggesting a level of family wealth that could afford such services. However, there is no evidence to suggest that the Disraeli family was part of the elite ruling class or nobility.","1. ""Benjamin Disraeli."" Encyclopædia Britannica. https://www.britannica.com/biography/Benjamin-Disraeli
2. ""Benjamin Disraeli."" Jewish Virtual Library. https://www.jewishvirtuallibrary.org/benjamin-disraeli
3. ""Benjamin Disraeli."" UK Parliament. https://www.parliament.uk/about"
163,Q159297,John Constable,Q159297,1776,United Kingdom,Middle Class,"John Constable was born in East Bergholt, a village on the River Stour in Suffolk, to Golding and Ann Constable. His father was a wealthy corn merchant and owner of Flatford Mill in East Bergholt and, later, Dedham Mill. The family owned a small farm but were not of the landed gentry. They were considered well-off, but not part of the elite. Constable was educated at Dedham Grammar School, where he was introduced to the classics and the arts, indicating a level of family wealth that allowed for education. His early life housing and living conditions were comfortable, but not luxurious, typical of the middle class of the time. He did not inherit any titles or significant privileges, but he was not disadvantaged either.","""John Constable: A Kingdom of his Own"" by Anthony Bailey; ""John Constable: The Man and his Art"" by Ronald B. Parkinson; ""John Constable"" by Charles Robert Leslie."
164,Q660917,Walter Crane,Q660917,1845,United Kingdom,Middle Class,"Walter Crane was born in Liverpool, England, in 1845 to Thomas Crane, a portrait painter, and Marie Crane. His father's occupation as a portrait painter suggests that the family belonged to the middle class, as this profession typically required a certain level of skill and education. The family was not wealthy, but they were not living in poverty either. Walter Crane was able to receive some education, as he was taught to draw by his father and later attended the Liverpool School of Design. This access to education further supports the classification of the Crane family as middle class. However, there is no evidence to suggest that the family owned significant property or had any inherited privileges.","""Walter Crane, 1845–1915."" Tate. https://www.tate.org.uk/art/artists/walter-crane-104; ""Walter Crane."" Encyclopædia Britannica. https://www.britannica.com/biography/Walter-Crane."
165,Q216406,Edward Burne-Jones,Q216406,1833,United Kingdom,Middle Class,"Edward Burne-Jones was born in Birmingham, England, in 1833. His father, Edward Richard Jones, was a frame-maker and carver, which suggests a skilled craft occupation. This places the family in the middle class according to the given typology. His mother, Elizabeth Coley Jones, died within six days of his birth, leaving him to be raised by his father and an unsympathetic housekeeper. Despite the family's modest means, Burne-Jones was able to attend King Edward's School in Birmingham, a grammar school with a reputation for providing a solid education. This access to education further supports the classification of his family as middle class. His early life housing and living conditions would have been modest but comfortable, typical of a skilled craftsman's family in the mid-19th century.","- MacCarthy, Fiona. ""Burne-Jones, Sir Edward Coley, first baronet (1833–1898), painter and designer."" Oxford Dictionary of National Biography. 
- Wildman, Stephen. ""Edward Burne-Jones: Victorian Artist-Dreamer."" Metropolitan Museum of Art, 1998."
166,Q321660,John Gay,Q321660,1685,United Kingdom,Middle Class,"John Gay was born in Barnstaple, Devon, England around 1685. His father was a small landowner and a member of an old Devonshire family. This suggests that his family was not part of the elite aristocracy, but also not subsistence-level laborers or peasants. They were likely part of the middle class, owning land but not possessing significant wealth or power. Gay's early education was funded by his uncle, who was a clergyman. This suggests that his family had enough resources and connections to provide him with an education, a privilege not available to all children in the late 17th century. However, after the death of his parents, Gay was apprenticed to a silk mercer in London, indicating that his family's resources were not sufficient to secure him a more prestigious apprenticeship or further formal education.","""John Gay."" Poetry Foundation. https://www.poetryfoundation.org/poets/john-gay. ""John Gay."" Encyclopædia Britannica. https://www.britannica.com/biography/John-Gay."
167,Q229226,Elizabeth Cleghorn Gaskell,Q229226,1810,United Kingdom,Middle Class,"Elizabeth Cleghorn Gaskell was born on 29 September 1810 in Chelsea, London. Her father, William Stevenson, was a Unitarian minister and a civil servant with the Royal Navy. Her mother, Eliza Holland, hailed from a prominent, well-off family in Cheshire. After her mother's death, Gaskell was sent to live with her maternal aunt, Hannah Lumb, in Knutsford, Cheshire, a town that would serve as the model for her fictional Cranford. Her upbringing, therefore, was in a relatively comfortable, middle-class environment. She received a good education, which was not common for women at the time but was more accessible to those of middle-class status. Her father's occupation and her upbringing with her aunt, who was a spinster and had a comfortable living, suggest a middle-class background.","""Elizabeth Gaskell, 1810–1865."" The Norton Anthology of English Literature. W. W. Norton & Company. Web. 12 Dec. 2014. ; Uglow, Jenny. ""Elizabeth Gaskell: A Habit of Stories."" Faber & Faber, 1993."
168,Q82049,George Berkeley,Q82049,1685,United Kingdom,Middle Class,"George Berkeley was born in County Kilkenny, Ireland, around 1685. His father, William Berkeley, was a customs officer, a position that would have provided a stable income and a comfortable lifestyle, but not one of significant wealth or power. This places the Berkeley family in the middle class, as they were neither impoverished nor part of the elite aristocracy. George Berkeley's access to education was also indicative of his middle-class status. He attended Kilkenny College, a well-regarded school in Ireland, and later Trinity College in Dublin. While these educational opportunities suggest a certain level of family wealth, they do not necessarily indicate an elite status, as education was increasingly accessible to the middle class during this period.","""George Berkeley."" Stanford Encyclopedia of Philosophy. Stanford University, 2001. Web. 20 Sept. 2015; ""George Berkeley."" Encyclopædia Britannica. Encyclopædia Britannica Online. Encyclopædia Britannica Inc., 2016. Web. 20 Sept. 2016."
169,Q166234,Ugo Foscolo,Q166234,1778,United Kingdom,Middle Class,"Ugo Foscolo was born on February 6, 1778, in Zakynthos, Greece, not the United Kingdom. His father, Andrea Foscolo, was a Venetian doctor, and his mother, Diamantina Spathis, was from a well-to-do local Greek family. The profession of his father indicates a middle-class standing, as doctors were typically considered skilled professionals. His mother's family wealth also suggests a middle-class background. Foscolo had access to education due to his family background, as he studied Latin under the priest of his village and later attended the University of Padua in Italy. His early life housing and living conditions are not well-documented, but given his parents' professions and status, it can be inferred that they were likely middle class. There are no records of any inherited privileges or disadvantages.","""Ugo Foscolo: An Italian in Regency England"" by E. R. Vincent; ""Ugo Foscolo's Tragic Vision in Italy and England"" by Giovanna Perini Folesani."
170,Q309903,Horace Walpole,Q309903,1717,United Kingdom,Elite,"Horace Walpole was born into an elite family. His father, Sir Robert Walpole, was a prominent politician who served as the first Prime Minister of Great Britain. His mother, Catherine Shorter, was a daughter of a wealthy merchant, which further solidified their high social standing. The Walpole family was one of the most powerful and wealthy families in England during the 18th century. Horace Walpole was born in a privileged environment, with access to the best education of the time. He was educated at Eton College and King's College, Cambridge, which were exclusive institutions for the elite. His early life housing and living conditions were of high standard, as he lived in grand estates such as Houghton Hall in Norfolk and 10 Downing Street in London.","""Horace Walpole's Letters: Masculinity and Friendship in the Eighteenth Century"" by George E. Haggerty, ""The Yale Edition of Horace Walpole's Correspondence"" by W. S. Lewis, ""Horace Walpole: The Great Outsider"" by Timothy Mowl."
171,Q315511,Algernon Charles Swinburne,Q315511,1837,United Kingdom,Elite,"Algernon Charles Swinburne was born into an elite family. His father, Sir John Swinburne, was an Admiral in the Royal Navy, and his mother, Lady Jane Henrietta, was the daughter of the 3rd Earl of Ashburnham. The Swinburne family was part of the English aristocracy, with a lineage dating back to the 13th century. They owned Capheaton Hall in Northumberland, a large country estate, indicating significant family wealth at the time of Algernon's birth and throughout his childhood. 

Algernon's privileged background provided him with access to high-quality education. He was educated at home by private tutors until the age of seven, after which he attended Eton College, one of the most prestigious schools in England, and later Balliol College, Oxford. His access to these institutions was likely due to his family's social standing and wealth, rather than his personal merit.","1. ""Algernon Charles Swinburne: A Literary Life"" by Jerome McGann
2. ""Algernon Charles Swinburne: The Portrait of a Poet"" by Philip Henderson
3. ""The Swinburne Letters"" edited by Cecil Y. Lang
4. ""The Oxford Dictionary of National Biography"" entry for Algernon Charles Swinburne."
172,Q44520,Anne Brontë,Q44520,1820,United Kingdom,Middle Class,"Anne Brontë was born on January 17, 1820, in Thornton, West Yorkshire, England, to Maria Branwell and Patrick Brontë. Her father was an Irish Anglican clergyman who had moved to England to improve his prospects. He was educated and held a position of some respect in society, but the family was not wealthy. Anne was the youngest of six children. Her mother died when she was very young, and her father's sister moved in to help raise the children. The Brontë family lived in a parsonage in Haworth, a small, isolated village on the Yorkshire moors. The living conditions were modest and the location was remote, but the children had access to their father's library and were educated at home. Anne later attended a boarding school for a brief period. The Brontë family was not part of the elite or aristocracy, but they were also not subsistence level. They were part of the educated, professional middle class.","The Brontës: A Life in Letters by Juliet Barker, The Oxford Companion to the Brontës by Christine Alexander and Margaret Smith, The Life of Charlotte Brontë by Elizabeth Gaskell."
173,Q312096,Thomas Lawrence,Q312096,1769,United Kingdom,Middle Class,"Thomas Lawrence was born in Bristol, England in 1769. His father, Thomas Lawrence Sr., was a supervisor of excise at Devizes, and his mother, Lucy Read, was the daughter of a clergyman. His father later became an innkeeper. The family was not wealthy, but they were not poor either. They belonged to the middle class of the society of the time. Thomas Lawrence had access to education because of his family background. His father was a learned man who loved literature and passed on his love for literature to his son. Thomas Lawrence was educated at home by his father. The family lived in comfortable, but not luxurious, conditions. There were no inherited privileges or disadvantages.","""Sir Thomas Lawrence: A complete catalogue of the oil paintings"" by Kenneth Garlick, Angus Macintyre, and Kathryn Cave; ""Sir Thomas Lawrence"" by Michael Levey."
174,Q122382,Henry Fuseli,Q122382,1741,United Kingdom,Middle Class,"Henry Fuseli was born as Johann Heinrich Füssli in Zürich, Switzerland, in 1741. His father was Johann Caspar Füssli, a portrait painter, and his mother was Elisabetha Depéry. The Füssli family was well-respected in Zürich, and Johann Caspar Füssli was a member of the city's guild of painters and sculptors, indicating a middle-class status. Henry Fuseli had access to education due to his family background. His father taught him to paint, and he was also educated at the Caroline, a Zürich school run by the city's government. His family's standing and his father's profession suggest that they were part of the middle class, as they had access to education and were involved in skilled work.","""Henry Fuseli."" Encyclopædia Britannica. Encyclopædia Britannica, inc., February 26, 2021. https://www.britannica.com/biography/Henry-Fuseli. ""Johann Caspar Füssli."" SIKART Lexicon on art in Switzerland. Swiss Institute for Art Research (SIK-ISEA), Zürich, Lausanne, 2011. https://www.sikart.ch/KuenstlerInnen.aspx?id=4024263."
175,Q185832,Emmanuel Swedenborg,Q185832,1688,United Kingdom,Middle Class,"Emmanuel Swedenborg was born on January 29, 1688, in Stockholm, Sweden, not the United Kingdom. His father, Jesper Swedberg, was a Lutheran clergyman and later a bishop, which would place the family in the middle class according to the provided typology. Jesper was also a prolific writer, contributing to the religious and philosophical literature of the time. His mother, Sara Behm, came from a wealthy mining family, which could have contributed to their family wealth. However, it's important to note that the wealth of Sara's family would not necessarily have been directly accessible to Emmanuel, as it would have been controlled by her male relatives.

Swedenborg had access to education due to his family background. His father's position in the church and his mother's family wealth likely provided him with educational opportunities that may not have been available to those of lower social classes. He studied at Uppsala University, a privilege typically reserved for the middle and upper classes.

The family's housing and living conditions would likely have been comfortable but not opulent, reflecting their middle-class status. As the son of a bishop, Swedenborg would have had certain social privileges, but these would not have been on the level of the nobility or ruling class.","1. ""Swedenborg, Emanuel."" Encyclopædia Britannica. https://www.britannica.com/biography/Emanuel-Swedenborg
2"
176,Q79972,James VI and I,Q79972,1566,United Kingdom,Elite,"James VI and I was born into the highest social class of the late 16th century United Kingdom. He was the son of Mary, Queen of Scots, and her second husband, Henry Stuart, Lord Darnley, both of whom belonged to the ruling class. His mother was the reigning queen of Scotland at the time of his birth, and his father was a nobleman. This placed James in the elite class from birth, as he was born into royalty and nobility. 

His family was wealthy, as they were the ruling monarchs of Scotland. This wealth provided James with access to the best education available at the time. He was tutored by some of the best scholars in Scotland, including George Buchanan, a well-known humanist scholar. 

James was born in Edinburgh Castle, a royal residence, and spent his early life in various royal palaces, indicating a high standard of living. As a member of the royal family, he would have inherited numerous privileges, including the right to the throne.","1. ""James I: The King Who United England and Scotland"" by Roger Lockyer
2. ""The Cradle King: The Life of James VI and I, the First Monarch of a United Great Britain"" by Alan Stewart
3. ""James VI and I: King of Great Britain"" by Irene Carrier."
177,Q190568,Eadweard Muybridge,Q190568,1830,United Kingdom,Middle Class,"Eadweard Muybridge was born as Edward James Muggeridge in Kingston upon Thames, United Kingdom, around 1830. His father, John Muggeridge, was a grain and coal merchant, indicating a middle-class background. The family's ability to sustain a business suggests they were not subsistence level, but there's no evidence to suggest they were part of the elite class either. Muybridge's early education is not well-documented, but his later literacy and technical skills suggest he likely had some access to education, a privilege often associated with the middle class during this period. However, the specifics of his early life housing and living conditions are not well-documented.","""Eadweard Muybridge: The Man Who Made Pictures Move"" by Rebecca Solnit, ""River of Shadows: Eadweard Muybridge and the Technological Wild West"" by Rebecca Solnit."
178,Q448555,Wenceslaus Hollar,Q448555,1607,United Kingdom,Middle Class,"Wenceslaus Hollar was born in Prague, Bohemia (now the Czech Republic), not the United Kingdom. His father was a lawyer and a member of the city council, which suggests a middle-class background. The family was likely comfortable but not wealthy. Hollar's father was able to provide him with an education, which further supports the classification of middle class. However, the family's fortunes took a turn for the worse when Hollar's father died while he was still a child. The family's financial situation likely worsened, but Hollar's early life was clearly shaped by his middle-class origins.","The primary source for information on Hollar's early life is his own writings, particularly his autobiography. Secondary sources include Richard Godfrey's ""Wenceslaus Hollar: A Bohemian Artist in England"" and ""The Life and Work of Wenceslaus Hollar"" by Vladimir Denkstein and Jarmila Vackova."
179,Q8750,Michael Faraday,Q8750,1791,United Kingdom,Subsistence,"Michael Faraday was born in 1791 in Newington Butts, which was then a part of Surrey and is now a part of South London. His father, James Faraday, was a blacksmith who had migrated from the north of England earlier in the 1790s. His mother, Margaret Hastwell, was a country woman of great calm and wisdom who supported her husband in his difficult times. The family was not well-off, and Faraday was the third of four children. His father was often ill and could not work regularly. As a result, the family lived in poverty.

Faraday received only a basic education in a Sunday School at his local church, as his family could not afford a better education. At the age of 14, he was apprenticed to a local bookbinder and bookseller, George Riebau, which provided him with an opportunity to educate himself by reading books on a wide range of scientific subjects.

The family lived in a cramped and unhealthy dwelling, which was typical for families of their social standing at that time. There were no inherited privileges or advantages due to their family background.","1. ""Michael Faraday: Sandemanian and Scientist—A Study of Science and Religion in the Nineteenth Century"" by Geoffrey Cantor.
2. ""The Life and Discoveries of Michael Faraday"" by John Hamilton Thom.
3. ""Faraday as a Natural Philosopher"""
180,Q37103,Florence Nightingale,Q37103,1820,United Kingdom,Elite,"Florence Nightingale was born into a wealthy and well-connected British family on May 12, 1820. Her father, William Edward Nightingale, was a wealthy landowner who had inherited two estates—one at Lea Hurst, Derbyshire, and another in Hampshire, Embley Park. He was also educated at Cambridge University. Her mother, Frances Nightingale, hailed from a family of merchants and took pride in socializing with people of prominent social standing. 

Florence and her sister were educated by their father who taught them multiple languages, history, and philosophy. This level of education was not common for women in the 19th century and indicates their high social standing. Their family wealth allowed them to live comfortably, with the family splitting their time between their two homes, both of which were staffed with servants. 

The Nightingales were part of the upper class, with both inherited wealth and connections to the British elite. Florence's upbringing was one of privilege and wealth, with access to education and resources that were not available to the lower classes.","1. Bostridge, Mark. ""Florence Nightingale: The Making of an Icon."" Farrar, Straus and Giroux, 2008.
2. Cook, Edward Tyas. ""The Life of Florence Nightingale."" Macmillan, 1913.
3. Nightingale, Florence. ""Florence Nightingale"
181,Q160627,Alfred Russel Wallace,Q160627,1823,United Kingdom,Subsistence,"Alfred Russel Wallace was born on January 8, 1823, in Llanbadoc, Monmouthshire, Wales. His father, Thomas Vere Wallace, was a failed solicitor and law clerk by profession, who had to sell off his law books to meet the family's financial needs. His mother, Mary Anne Greenell, came from a family of minor gentry, but her marriage to Thomas led to a decline in her social status. The family was often in financial distress, which resulted in a lack of consistent formal education for Alfred and his eight siblings. They lived in a small cottage in Usk, Monmouthshire, Wales. Alfred's early education was provided by his father and elder siblings, and later he attended a few terms at Hertford Grammar School when finances allowed. The family's financial situation and the lack of consistent formal education suggest that Wallace's birth and childhood social class was subsistence.","""Alfred Russel Wallace: A Life"" by Peter Raby; ""The Heretic in Darwin's Court: The Life of Alfred Russel Wallace"" by Ross A. Slotten."
182,Q236596,Christina Rossetti,Q236596,1830,United Kingdom,Middle Class,"Christina Rossetti was born on December 5, 1830, in London, England, to Gabriele Rossetti and Frances Polidori Rossetti. Her father, Gabriele, was an Italian poet and a political asylum seeker from Naples, and her mother, Frances Polidori, was the sister of Lord Byron's friend and physician, John William Polidori. Gabriele was a professor of Italian at King's College from 1831, indicating a level of education and professional status associated with the middle class. The family was known to be well-read and intellectual, suggesting access to education and cultural resources. However, they faced financial difficulties, particularly after Gabriele's health deteriorated and he had to give up his teaching position. The family did not have significant wealth or aristocratic lineage, suggesting they were not part of the elite class. Their circumstances also seem to have been above subsistence level, given Gabriele's professional occupation and the family's intellectual pursuits.","""Christina Rossetti: A Biography"" by Jan Marsh (1994), ""The Rossettis: Dante Gabriel and Christina"" by Eleanor Fortescue-Brickdale (1902), ""Christina Rossetti"" by Dolores Rosenblum (1977)."
183,Q216838,Robert Southey,Q216838,1774,United Kingdom,Middle Class,"Robert Southey was born on August 12, 1774, in Bristol, England. His father, Robert Southey Sr., was a linen draper, which was a respectable occupation within the middle class during the late 18th century. His mother, Margaret Hill, came from a family of bakers, another middle-class occupation. Southey's family was not wealthy, but they were able to provide a comfortable life for him and his siblings. Southey was sent to Westminster School, a prestigious institution, but this was due to the financial support of his aunt, Elizabeth Tyler, rather than his parents' wealth. His early life housing and living conditions were typical of the middle class in England during this period. He did not inherit any significant privileges or disadvantages due to his family background.","""Robert Southey: A Life"" by Mark Storey, Oxford University Press, 1997; ""The Life and Correspondence of Robert Southey"" by Charles Cuthbert Southey, Longman, Brown, Green, and Longmans, 1850."
184,Q353238,Charles Kingsley,Q353238,1819,United Kingdom,Middle Class,"Charles Kingsley was born on June 12, 1819, in Holne, Devon, England. His father, Charles Kingsley Sr., was a Church of England clergyman, which places the family in the middle class according to the typology provided. His mother, Mary Lucas Kingsley, was the daughter of a minor landowner, further supporting this classification. The family was not wealthy, but they were not impoverished either. They lived in a parsonage, which was a decent living condition for the time. Kingsley's father's occupation as a clergyman would have provided the family with a certain level of respectability and social standing, but they were not part of the elite ruling class or nobility. 

As for education, Kingsley was educated at home by his mother until he was twelve years old. He then attended Bristol Grammar School and later King's College London, and Magdalene College, Cambridge. His access to education was likely due to his family's middle-class status and not because of any inherited wealth or privilege.","1. ""Charles Kingsley: His Letters and Memories of His Life"". Edited by his wife. Published in 1877.
2. ""Charles Kingsley and the Christian Social Movement"" by Charles William Stubbs. Published in 1897.
3. ""The Life and Letters of Charles Kingsley"" by Charles Kingsley, Frances Eliza Grenfell Kingsley. Published in"
185,Q352725,Richard Brinsley Sheridan,Q352725,1751,United Kingdom,Middle Class,"Richard Brinsley Sheridan was born into a family of some means, but not of the elite class. His father, Thomas Sheridan, was an actor and theater manager, and his mother, Frances Sheridan, was a playwright and novelist. This places them firmly in the middle class, as they were skilled professionals but not landowners or aristocrats. The family did experience financial instability due to Thomas Sheridan's unsuccessful management of the Smock Alley Theatre in Dublin, but they were not subsistence level. Richard received a good education, attending Harrow School in London, which suggests that the family had enough resources to prioritize his education. However, this was not an inherited privilege, but rather a result of his parents' professions and their value for education. His early life housing and living conditions would have been comfortable, but not luxurious, reflecting their middle-class status.","""The Life of Richard Brinsley Sheridan"" by Thomas Moore; ""Richard Brinsley Sheridan: The Impetuous Angel"" by Madeleine Bingham."
186,Q43393,Robert Boyle,Q43393,1627,United Kingdom,Elite,"Robert Boyle was born into one of the wealthiest and most influential families in the British Isles. His father, Richard Boyle, was the 1st Earl of Cork and had made a fortune as a landowner, politician, and colonial entrepreneur. Robert was the 14th child and 7th son of Richard and his second wife, Catherine Fenton. The Boyle family was part of the ruling class and nobility, with significant landholdings in Ireland. Robert Boyle was born in Lismore Castle, indicating a high level of wealth and privilege. His family's wealth and status also allowed him access to education from a young age, including private tutors and travel for educational purposes.","1. ""Robert Boyle: A Life"" by Michael Hunter
2. ""The Aspiring Adept: Robert Boyle and His Alchemical Quest"" by Lawrence M. Principe
3. ""Robert Boyle, 1627-91: Scrupulosity and Science"" by Michael Hunter
4. ""The First Earl of Cork: A Study in the Advancement of an Ambitious Adventurer"" by C. S. Andrews."
187,Q271032,Matthew Arnold,Q271032,1822,United Kingdom,Middle Class,"Matthew Arnold was born into a middle-class family in Laleham, England, on December 24, 1822. His father, Thomas Arnold, was a renowned educator and the headmaster of Rugby School, a position that would have placed the family firmly within the middle class. His mother, Mary Penrose Arnold, was from a middle-class family as well. The family's wealth at the time of Arnold's birth and childhood was not substantial, but they were comfortable due to Thomas Arnold's position. 

Matthew Arnold had access to education because of his family background. His father's position as a headmaster allowed him to attend Rugby School, and later Balliol College, Oxford. This access to education was not due to Arnold's merit, but rather his father's occupation.

The Arnold family lived in the schoolhouse at Rugby, which would have been a comfortable living situation for the time. As the son of a headmaster, Arnold would have had certain privileges, such as access to education and a stable home life, but he also would have had the pressures and expectations that came with his father's position.","- ""Matthew Arnold (1822–1888)."" Poetry Foundation. Poetry Foundation, n.d. Web. 
- ""Matthew Arnold."" Encyclopædia Britannica. Encyclopædia Britannica, Inc., n.d. Web.
- ""Matthew Arnold."" Victorian Web. Victorian Web, n.d. Web"
188,Q4352055,Edmund Spenser,Q4352055,1552,United Kingdom,Middle Class,"Edmund Spenser was born in London, England, around 1552. His family was not of noble lineage, but they were not poor either. His parents, John Spenser and Elizabeth Spenser, were of modest means. His father was a clothmaker, a trade that would have placed them in the middle class during the Elizabethan era. This is further supported by the fact that Spenser was able to attend the Merchant Taylors' School, a prestigious institution at the time, which suggests his family had enough resources to afford a good education for their son. However, it is important to note that his attendance at the school was also due to the patronage of Robert Nowell, a member of the gentry, who recognized Spenser's potential and provided financial support. His early life housing and living conditions would have been typical of the middle class in London during the late 1500s.","""Edmund Spenser: An Essay on Renaissance Poetry"" by Robert Ellrodt, ""The Life of Edmund Spenser"" by Alexander C. Judson, ""Edmund Spenser: A Life"" by Andrew Hadfield."
189,Q189144,Walter Raleigh,Q189144,1554,United Kingdom,Elite,"Sir Walter Raleigh was born into a well-connected and influential family. His father, Walter Raleigh Sr., was a country gentleman who owned several properties in Devon. His mother, Katherine Champernowne, was the niece of Kat Ashley, Queen Elizabeth's governess, and the sister of Sir Arthur Champernowne, an influential naval commander. This connection to the court and nobility would have given Raleigh a privileged upbringing. His family's wealth and status would have allowed him access to education and opportunities not available to those of lower classes. Raleigh was educated at Oxford University, a privilege typically reserved for the elite during this period. His early life housing and living conditions would have been comfortable, reflecting his family's wealth and status.","""Sir Walter Raleigh."" Encyclopedia Britannica. ""The Life of Sir Walter Ralegh."" By Edward Edwards, 1868. ""Sir Walter Raleigh: In Life and Legend."" By Mark Nicholls and Penry Williams, 2011."
190,Q14278,John Frederick William Herschel,Q14278,1792,United Kingdom,Elite,"John Frederick William Herschel was born into a family of considerable standing and wealth. His father, Sir William Herschel, was a renowned astronomer who discovered the planet Uranus, and his mother, Mary Baldwin Herschel, came from a wealthy family. Sir William Herschel was also a musician and composer, and he served as an organist before his astronomical career. The Herschel family was well-respected and had connections to the British royal family, which would classify them as part of the elite class. John Herschel was born in Slough, England, in a house that his father had built, indicating a level of wealth and stability. He received a high-quality education, attending Dr. Gretton's School in Hitcham, Eton College, and St John's College, Cambridge. This access to education was due to his family's wealth and status, not his personal merit.","""The Herschel Family Papers"" (Royal Astronomical Society); ""John Herschel"" (Encyclopedia Britannica); ""Sir William Herschel"" (Encyclopedia Britannica); ""John Herschel"" (Cambridge University Alumni Database)."
